https://m.media-amazon.com/images/I/71-ziiJr3lL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.835
https://m.media-amazon.com/images/I/714fJO7px6L._AC_SR525,789_FMwebp_QL65_.jpg",1,0.774
https://m.media-amazon.com/images/I/71ykPOlJgiL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.857
https://m.media-amazon.com/images/I/71larqiGiyL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.801
https://m.media-amazon.com/images/I/71QhjHdWsRL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.872
https://m.media-amazon.com/images/I/614S28gmYaL._AC_SR525,789_FMwebp_QL65_.jpg",4,0.76
https://m.media-amazon.com/images/I/712cfzwdjCL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.837
https://m.media-amazon.com/images/I/61flnDPdQrL._AC_SR525,789_FMwebp_QL65_.jpg",3,0.852
https://m.media-amazon.com/images/I/81Us6hYrNZL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.956
https://m.media-amazon.com/images/I/51W34XZ+nwL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.936
https://m.media-amazon.com/images/I/714PIHCOjgL._AC_SR525,789_FMwebp_QL65_.jpg",3,0.77
https://m.media-amazon.com/images/I/71XxIIoIvbL._AC_SR525,789_FMwebp_QL65_.jpg",2,0.917
https://m.media-amazon.com/images/I/714PIHCOjgL._AC_SR525,789_FMwebp_QL65_.jpg",3,0.811
https://m.media-amazon.com/images/I/81uwN2sbcJL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.748
https://m.media-amazon.com/images/I/81HKj7fXM3L._AC_SR525,789_FMwebp_QL65_.jpg",1,0.804
https://m.media-amazon.com/images/I/51vQTe9G7qL._AC_SR525,789_FMwebp_QL65_.jpg",2,0.911
https://m.media-amazon.com/images/I/51EbUCa079L._AC_SR525,789_FMwebp_QL65_.jpg",2,0.75
https://m.media-amazon.com/images/I/61KR1MEeCzL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.72
https://m.media-amazon.com/images/I/61ezuu-4q-L._AC_SR525,789_FMwebp_QL65_.jpg",1,0.937
https://m.media-amazon.com/images/I/51vOva1Sa5L._AC_SR525,789_FMwebp_QL65_.jpg",1,0.852
https://m.media-amazon.com/images/I/61wtrn9utGL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.848
https://m.media-amazon.com/images/I/51oR7Buq7vL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.956
https://m.media-amazon.com/images/I/61-R2zmZ7IL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.778
https://m.media-amazon.com/images/I/61fenZluYqL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.899
https://m.media-amazon.com/images/I/71eUNLS6PgL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.82
https://m.media-amazon.com/images/I/61ygcUiMAJL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.758
https://m.media-amazon.com/images/I/81sYgRXnkbL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.834
https://m.media-amazon.com/images/I/61gYo3QakrL._AC_SR525,789_FMwebp_QL65_.jpg",2,0.768
https://m.media-amazon.com/images/I/81uwN2sbcJL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.748
https://m.media-amazon.com/images/I/71roQLz2RAS._AC_SR525,789_FMwebp_QL65_.jpg",4,0.736
https://m.media-amazon.com/images/I/71flNIbqZ6L._AC_SR525,789_FMwebp_QL65_.jpg",1,0.9
https://m.media-amazon.com/images/I/61ygcUiMAJL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.758
https://m.media-amazon.com/images/I/81sYgRXnkbL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.834
https://m.media-amazon.com/images/I/81uwN2sbcJL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.748
https://m.media-amazon.com/images/I/41oQ0O-4EKL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.781
https://m.media-amazon.com/images/I/71roQLz2RAS._AC_SR525,789_FMwebp_QL65_.jpg",4,0.76
https://m.media-amazon.com/images/I/71iK82QeQNL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.881
https://m.media-amazon.com/images/I/61T6gOfcihL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.789
https://m.media-amazon.com/images/I/81uwN2sbcJL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.748
https://m.media-amazon.com/images/I/41oQ0O-4EKL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.781
https://m.media-amazon.com/images/I/71roQLz2RAS._AC_SR525,789_FMwebp_QL65_.jpg",4,0.76
https://m.media-amazon.com/images/I/71iK82QeQNL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.881
https://m.media-amazon.com/images/I/61T6gOfcihL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.789
https://m.media-amazon.com/images/I/61hmu-DJigL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.928
https://m.media-amazon.com/images/I/51hZTgzUJuL._AC_SR525,789_FMwebp_QL65_.jpg",2,0.904
https://m.media-amazon.com/images/I/71Jm4jHa8dL._AC_SR525,789_FMwebp_QL65_.jpg",7,0.881
https://m.media-amazon.com/images/I/61hmu-DJigL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.928
https://m.media-amazon.com/images/I/61T3xla2UPL._AC_SR525,789_FMwebp_QL65_.jpg",1,0.729
